,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow,Month,TempDiff,PressureDiff,CloudDiff,WindSpeedDiff,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,WindGustDir_cos,WindGustDir_sin,Date_cos,Date_sin
33407,Sydney,22.6,25.9,0.4,7.6,0.5,E,44.0,ESE,ENE,20.0,24.0,71.0,67.0,1019.2,1020.2,7.0,8.0,23.9,21.4,No,Yes,38.0,Mar,3.299999999999997,1.0,1.0,4.0,-0.3826834323650897,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897,0.9238795325112867,-0.3826834323650897,0.9238795325112867
33408,Sydney,19.8,25.9,38.0,,5.5,E,54.0,E,E,30.0,31.0,76.0,67.0,1020.6,1018.7,7.0,6.0,22.9,24.8,Yes,Yes,2.6,Mar,6.099999999999998,-1.8999999999999773,-1.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0
33409,Sydney,21.9,24.9,2.6,7.6,1.0,ENE,56.0,ENE,NE,26.0,24.0,84.0,85.0,1013.2,1009.0,8.0,7.0,23.1,24.5,Yes,Yes,20.0,Mar,3.0,-4.2000000000000455,-1.0,-2.0,0.38268343236508984,0.9238795325112867,0.38268343236508984,0.9238795325112867,0.38268343236508984,0.9238795325112867,0.38268343236508984,0.9238795325112867
33410,Sydney,20.0,22.7,20.0,3.0,1.3,S,59.0,SSW,S,26.0,35.0,83.0,81.0,1018.4,1020.6,8.0,8.0,20.3,20.5,Yes,Yes,45.8,Mar,2.6999999999999993,2.2000000000000455,0.0,9.0,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967
33411,Sydney,19.3,25.8,45.8,2.8,3.6,SSE,65.0,SE,ESE,24.0,22.0,88.0,79.0,1022.9,1022.2,8.0,7.0,21.8,24.1,Yes,Yes,4.2,Mar,6.5,-0.6999999999999318,-1.0,-2.0,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476
33412,Sydney,21.6,26.2,4.2,,5.5,ESE,57.0,E,ENE,28.0,24.0,86.0,76.0,1020.3,1017.9,7.0,7.0,23.7,25.3,Yes,No,0.2,Mar,4.599999999999998,-2.3999999999999773,0.0,-4.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0
33413,Sydney,23.7,27.9,0.2,8.4,4.4,NNE,39.0,NE,NE,11.0,20.0,74.0,66.0,1018.5,1015.6,7.0,7.0,25.8,26.9,No,No,0.0,Mar,4.199999999999999,-2.8999999999999773,0.0,9.0,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475
33414,Sydney,23.3,27.1,0.0,5.2,1.5,NNE,30.0,NNE,E,11.0,17.0,77.0,72.0,1015.7,1012.6,7.0,6.0,24.5,26.0,No,Yes,25.6,Mar,3.8000000000000007,-3.1000000000000227,-1.0,6.0,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898
33415,Sydney,22.3,31.9,25.6,6.0,4.4,WSW,63.0,SE,E,4.0,19.0,82.0,57.0,1012.6,1010.7,7.0,6.0,23.9,29.8,Yes,Yes,18.2,Mar,9.599999999999998,-1.8999999999999773,-1.0,15.0,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,0.7071067811865476
33416,Sydney,20.7,23.3,18.2,,0.2,SSW,41.0,SSW,SSW,19.0,20.0,72.0,71.0,1018.5,1017.4,7.0,8.0,21.5,22.2,Yes,Yes,10.2,Mar,2.6000000000000014,-1.1000000000000227,1.0,1.0,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967
33417,Sydney,18.5,24.1,10.2,7.8,5.5,S,41.0,W,SSW,13.0,20.0,85.0,70.0,1019.9,1019.1,2.0,7.0,20.4,21.7,Yes,Yes,4.8,Mar,5.600000000000001,-0.7999999999999545,5.0,7.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33418,Sydney,19.2,24.5,4.8,3.2,4.9,ENE,26.0,WNW,NE,11.0,13.0,81.0,58.0,1017.8,1014.1,6.0,7.0,20.2,24.2,Yes,No,0.0,Mar,5.300000000000001,-3.699999999999932,1.0,2.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33419,Sydney,18.9,26.5,0.0,3.0,11.0,ENE,28.0,WNW,E,13.0,19.0,74.0,66.0,1015.9,1014.7,1.0,2.0,21.3,26.0,No,No,0.0,Mar,7.600000000000001,-1.1999999999999318,1.0,6.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33420,Sydney,19.2,27.0,0.0,5.8,11.0,NNE,41.0,W,NE,11.0,22.0,76.0,62.0,1017.1,1012.3,1.0,1.0,21.8,26.0,No,No,0.0,Mar,7.800000000000001,-4.800000000000068,0.0,11.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33421,Sydney,21.2,23.8,0.0,7.4,0.0,SSW,54.0,SSW,S,19.0,11.0,76.0,69.0,1013.9,1012.4,7.0,8.0,21.8,23.6,No,No,0.0,Mar,2.6000000000000014,-1.5,1.0,-8.0,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967
33422,Sydney,21.4,28.8,0.0,2.4,8.4,E,30.0,E,E,2.0,22.0,84.0,71.0,1012.3,1007.4,8.0,1.0,22.5,27.0,No,Yes,2.4,Mar,7.400000000000002,-4.899999999999977,-7.0,20.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0
33423,Sydney,22.5,26.0,2.4,7.4,0.0,SSW,69.0,NNE,SSW,19.0,28.0,70.0,88.0,1007.0,1007.7,8.0,8.0,25.2,19.2,Yes,Yes,42.4,Mar,3.5,0.7000000000000455,0.0,9.0,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898
33424,Sydney,15.3,22.6,42.4,,9.9,SW,54.0,W,S,20.0,28.0,56.0,53.0,1016.4,1015.6,4.0,2.0,16.9,21.6,Yes,No,0.0,Mar,7.300000000000001,-0.7999999999999545,-2.0,8.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33425,Sydney,14.5,25.6,0.0,,10.7,SSE,35.0,W,ESE,17.0,17.0,63.0,48.0,1018.2,1016.6,1.0,2.0,17.1,22.5,No,No,0.0,Apr,11.100000000000001,-1.6000000000000227,1.0,0.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33426,Sydney,17.0,22.0,0.0,,5.8,SSE,50.0,SSW,SSE,15.0,22.0,66.0,59.0,1025.1,1024.7,6.0,6.0,19.8,20.1,No,Yes,33.8,Apr,5.0,-0.3999999999998636,0.0,7.0,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967,-0.9238795325112868,-0.38268343236508967
33427,Sydney,14.8,22.0,33.8,4.2,1.5,SSE,50.0,W,ESE,19.0,24.0,90.0,49.0,1028.4,1026.3,8.0,7.0,15.7,21.8,Yes,Yes,7.8,Apr,7.199999999999999,-2.1000000000001364,-1.0,5.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33428,Sydney,14.9,22.8,7.8,0.4,6.4,SE,41.0,WNW,SSE,15.0,20.0,78.0,60.0,1028.1,1026.3,3.0,6.0,17.9,20.7,Yes,No,0.4,Apr,7.9,-1.7999999999999545,3.0,5.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33429,Sydney,14.1,23.3,0.4,5.4,10.2,ESE,37.0,W,ESE,9.0,22.0,72.0,45.0,1026.1,1023.3,3.0,3.0,18.1,22.9,No,No,0.2,Apr,9.200000000000001,-2.7999999999999545,0.0,13.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33430,Sydney,13.2,23.4,0.2,6.0,8.7,ESE,24.0,W,ENE,17.0,15.0,69.0,42.0,1026.2,1023.9,2.0,3.0,17.1,23.2,No,No,0.0,Apr,10.2,-2.300000000000068,1.0,-2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33431,Sydney,14.1,23.8,0.0,3.4,10.6,ENE,28.0,WNW,E,11.0,13.0,69.0,41.0,1028.4,1025.7,2.0,2.0,18.7,23.7,No,No,0.0,Apr,9.700000000000001,-2.7000000000000455,0.0,2.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33432,Sydney,14.9,24.9,0.0,5.0,9.8,ENE,37.0,WNW,NE,13.0,20.0,68.0,49.0,1026.2,1021.4,4.0,4.0,18.4,23.1,No,No,0.0,Apr,9.999999999999998,-4.800000000000068,0.0,7.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33433,Sydney,15.5,28.7,0.0,7.0,9.6,WNW,67.0,NW,NNE,7.0,20.0,62.0,35.0,1015.3,1007.1,1.0,4.0,20.1,27.9,No,Yes,8.8,Apr,13.2,-8.199999999999932,3.0,13.0,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477
33434,Sydney,11.7,17.9,8.8,7.8,6.1,W,54.0,WNW,W,26.0,26.0,51.0,56.0,1009.3,1008.5,7.0,7.0,13.9,15.7,Yes,No,0.0,Apr,6.199999999999999,-0.7999999999999545,0.0,0.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33435,Sydney,13.8,23.0,0.0,3.6,2.1,SSW,54.0,W,SSW,22.0,26.0,56.0,48.0,1017.2,1017.3,7.0,7.0,17.9,22.2,No,Yes,9.4,Apr,9.2,0.09999999999990905,0.0,4.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33436,Sydney,15.0,22.7,9.4,4.2,2.8,SSW,43.0,W,SSW,19.0,17.0,71.0,75.0,1023.7,1022.2,7.0,7.0,17.4,20.2,Yes,Yes,19.8,Apr,7.699999999999999,-1.5,0.0,-2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33437,Sydney,15.3,23.6,19.8,2.4,9.2,SSE,31.0,W,SSE,17.0,20.0,80.0,51.0,1023.8,1020.9,4.0,3.0,17.3,22.6,Yes,No,0.0,Apr,8.3,-2.8999999999999773,-1.0,3.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33438,Sydney,13.9,24.7,0.0,4.0,10.8,W,26.0,WNW,SE,11.0,15.0,69.0,41.0,1022.1,1019.3,1.0,1.0,17.2,23.5,No,No,0.0,Apr,10.799999999999999,-2.800000000000068,0.0,4.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33439,Sydney,13.2,23.8,0.0,5.2,9.8,W,26.0,W,ESE,13.0,17.0,72.0,55.0,1021.0,1018.7,1.0,4.0,16.5,22.0,No,No,0.0,Apr,10.600000000000001,-2.2999999999999545,3.0,4.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33440,Sydney,15.2,26.9,0.0,4.4,8.1,WSW,39.0,W,WSW,13.0,9.0,75.0,30.0,1020.0,1017.4,3.0,5.0,18.2,26.2,No,No,0.0,Apr,11.7,-2.6000000000000227,2.0,-4.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33441,Sydney,14.2,24.1,0.0,3.0,8.9,W,24.0,WNW,ESE,15.0,13.0,68.0,55.0,1024.4,1022.1,2.0,2.0,17.4,22.3,No,No,0.0,Apr,9.900000000000002,-2.300000000000068,0.0,-2.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33442,Sydney,16.0,24.3,0.0,4.0,9.3,ESE,24.0,W,E,15.0,17.0,73.0,55.0,1027.0,1025.3,1.0,1.0,19.2,23.0,No,No,0.0,Apr,8.3,-1.7000000000000455,0.0,2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33443,Sydney,15.2,24.9,0.0,4.6,6.1,SE,30.0,W,SE,17.0,15.0,72.0,63.0,1030.6,1028.1,3.0,6.0,17.7,22.3,No,No,0.2,Apr,9.7,-2.5,3.0,-2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33444,Sydney,16.2,24.0,0.2,3.8,9.9,E,30.0,WNW,ENE,9.0,20.0,83.0,48.0,1030.3,1027.5,4.0,2.0,19.0,23.0,No,No,0.0,Apr,7.800000000000001,-2.7999999999999545,-2.0,11.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33445,Sydney,14.4,23.9,0.0,4.0,7.2,ENE,26.0,WNW,E,15.0,17.0,68.0,58.0,1028.4,1024.8,5.0,6.0,17.9,22.4,No,No,0.0,Apr,9.499999999999998,-3.6000000000001364,1.0,2.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33446,Sydney,17.7,24.1,0.0,4.2,3.5,N,19.0,NNE,ENE,2.0,15.0,68.0,60.0,1025.9,1022.2,7.0,5.0,19.9,22.5,No,No,0.0,Apr,6.400000000000002,-3.7000000000000455,-2.0,13.0,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898,0.9238795325112867,0.3826834323650898
33447,Sydney,15.9,26.7,0.0,3.6,9.5,E,22.0,WNW,ESE,11.0,17.0,74.0,58.0,1024.1,1020.9,1.0,2.0,18.5,23.6,No,No,0.0,Apr,10.799999999999999,-3.199999999999932,1.0,6.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33448,Sydney,15.7,23.9,0.0,3.0,10.0,NNE,24.0,W,E,15.0,17.0,74.0,61.0,1022.7,1018.4,1.0,3.0,18.2,22.7,No,No,0.0,Apr,8.2,-4.300000000000068,2.0,2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33449,Sydney,18.2,26.7,0.0,4.4,3.0,NW,39.0,E,NW,4.0,22.0,69.0,65.0,1014.0,1008.8,7.0,7.0,20.6,21.9,No,Yes,1.8,Apr,8.5,-5.2000000000000455,0.0,18.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0
33450,Sydney,16.9,24.8,1.8,4.6,7.9,WSW,67.0,WNW,WSW,13.0,41.0,55.0,43.0,,1003.9,1.0,7.0,20.2,18.1,Yes,No,0.4,Apr,7.900000000000002,,6.0,28.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33451,Sydney,12.1,20.0,0.4,7.0,8.2,S,46.0,W,S,22.0,24.0,46.0,45.0,1015.8,1015.2,2.0,4.0,13.1,18.5,No,No,0.0,Apr,7.9,-0.599999999999909,2.0,2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33452,Sydney,10.2,21.8,0.0,5.0,10.4,SW,44.0,W,S,22.0,13.0,51.0,39.0,1022.7,1020.3,1.0,5.0,13.5,20.1,No,No,0.0,Apr,11.600000000000001,-2.400000000000091,4.0,-9.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33453,Sydney,10.8,22.7,0.0,3.6,10.5,W,31.0,W,ESE,24.0,13.0,60.0,51.0,1020.8,1018.2,1.0,3.0,14.0,21.2,No,No,0.0,Apr,11.899999999999999,-2.599999999999909,2.0,-11.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33454,Sydney,14.0,22.6,0.0,3.0,7.8,SSE,28.0,WNW,SE,15.0,13.0,66.0,59.0,1023.0,1020.9,7.0,4.0,17.2,20.5,No,No,0.0,Apr,8.600000000000001,-2.1000000000000227,-3.0,-2.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33455,Sydney,13.2,25.6,0.0,4.0,9.5,NNW,30.0,W,N,11.0,19.0,78.0,40.0,1019.5,1014.9,5.0,5.0,15.9,24.2,No,No,0.0,May,12.400000000000002,-4.600000000000023,0.0,8.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33456,Sydney,14.6,23.9,0.0,5.0,8.4,SSW,39.0,W,SSW,17.0,15.0,65.0,33.0,1017.5,1016.0,3.0,6.0,17.2,23.2,No,Yes,1.4,May,9.299999999999999,-1.5,3.0,-2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33457,Sydney,14.9,18.4,1.4,5.0,3.4,S,43.0,S,SSE,17.0,15.0,61.0,67.0,1027.0,1027.3,6.0,8.0,16.9,16.3,Yes,Yes,3.8,May,3.4999999999999982,0.2999999999999545,2.0,-2.0,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16
33458,Sydney,11.8,20.0,3.8,3.8,3.3,W,24.0,WNW,ESE,13.0,13.0,78.0,45.0,1031.6,1029.4,6.0,7.0,14.7,19.5,Yes,No,0.4,May,8.2,-2.199999999999818,1.0,0.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33459,Sydney,12.7,21.6,0.4,2.4,8.5,E,26.0,WNW,ENE,15.0,20.0,74.0,54.0,1031.2,1027.8,1.0,1.0,15.1,20.5,No,No,0.0,May,8.900000000000002,-3.400000000000091,0.0,5.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33460,Sydney,12.7,26.2,0.0,4.0,8.4,NNW,43.0,W,N,11.0,13.0,77.0,39.0,1025.9,1021.1,7.0,6.0,14.8,25.2,No,No,0.2,May,13.5,-4.800000000000068,-1.0,2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33461,Sydney,14.6,22.2,0.2,4.0,10.0,W,50.0,W,ESE,22.0,13.0,47.0,25.0,1023.6,1023.2,1.0,1.0,17.2,21.1,No,No,0.0,May,7.6,-0.39999999999997726,0.0,-9.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33462,Sydney,10.2,20.1,0.0,,9.9,SSW,33.0,W,SE,22.0,20.0,49.0,41.0,1027.9,1025.1,2.0,1.0,12.2,18.9,No,No,0.0,May,9.900000000000002,-2.800000000000182,-1.0,-2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33463,Sydney,10.7,21.0,0.0,9.6,7.5,SSE,31.0,W,S,19.0,13.0,67.0,45.0,1026.9,1024.0,5.0,1.0,13.3,19.8,No,No,0.0,May,10.3,-2.900000000000091,-4.0,-6.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33464,Sydney,10.5,21.7,0.0,3.4,10.0,W,37.0,W,SE,20.0,13.0,70.0,52.0,1025.1,1021.9,1.0,1.0,13.3,20.3,No,No,0.0,May,11.2,-3.199999999999932,0.0,-7.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33465,Sydney,10.9,22.1,0.0,2.0,8.5,W,30.0,W,SSE,24.0,19.0,73.0,56.0,1024.7,1022.9,1.0,7.0,13.4,19.7,No,No,0.4,May,11.200000000000001,-1.8000000000000682,6.0,-5.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33466,Sydney,12.5,19.6,0.4,2.6,1.7,WNW,26.0,W,ESE,19.0,17.0,78.0,71.0,1027.0,1024.5,7.0,7.0,14.1,18.5,No,Yes,3.2,May,7.100000000000001,-2.5,0.0,-2.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33467,Sydney,14.0,21.3,3.2,0.6,7.3,ENE,28.0,WNW,NE,11.0,17.0,86.0,67.0,1024.9,1021.7,1.0,7.0,15.8,20.1,Yes,No,0.0,May,7.300000000000001,-3.2000000000000455,6.0,6.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33468,Sydney,14.7,18.7,0.0,4.0,0.3,ESE,26.0,SW,SE,7.0,9.0,89.0,74.0,1021.9,1019.2,7.0,7.0,16.3,18.1,No,Yes,5.2,May,4.0,-2.699999999999932,0.0,2.0,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865477,-0.7071067811865475
33469,Sydney,13.1,20.8,5.2,1.6,5.5,SSW,43.0,W,SSW,20.0,20.0,75.0,49.0,1017.1,1014.0,7.0,1.0,14.6,20.2,Yes,No,0.0,May,7.700000000000001,-3.1000000000000227,-6.0,0.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33470,Sydney,11.1,21.9,0.0,3.0,9.9,W,33.0,W,SSE,19.0,11.0,59.0,39.0,1017.9,1016.5,1.0,1.0,14.4,20.3,No,No,0.0,May,10.799999999999999,-1.3999999999999773,0.0,-8.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33471,Sydney,9.8,20.2,0.0,3.4,9.5,W,28.0,W,E,17.0,17.0,72.0,52.0,1023.4,1021.3,1.0,2.0,12.7,19.6,No,No,0.0,May,10.399999999999999,-2.1000000000000227,1.0,0.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33472,Sydney,12.6,21.5,0.0,3.6,6.4,E,33.0,WNW,E,15.0,22.0,79.0,62.0,1027.0,1024.7,7.0,4.0,14.8,20.2,No,No,0.0,May,8.9,-2.2999999999999545,-3.0,7.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
33473,Sydney,14.8,20.4,0.0,1.4,0.5,NNE,43.0,NE,NNE,11.0,17.0,78.0,72.0,1025.3,1020.9,7.0,7.0,19.5,20.2,No,Yes,14.6,May,5.599999999999998,-4.399999999999977,0.0,6.0,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865475
33474,Sydney,16.7,23.2,14.6,1.0,5.4,NE,35.0,NW,WNW,11.0,9.0,86.0,58.0,1017.9,1015.4,8.0,3.0,17.5,22.8,Yes,No,0.0,May,6.5,-2.5,-5.0,-2.0,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477
33475,Sydney,13.8,23.5,0.0,4.0,9.2,W,30.0,W,ESE,22.0,17.0,69.0,49.0,1021.0,1019.3,2.0,1.0,15.7,21.9,No,No,0.0,May,9.7,-1.7000000000000455,-1.0,-5.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33476,Sydney,13.0,21.0,0.0,1.0,6.9,W,22.0,W,E,17.0,11.0,84.0,65.0,1024.7,1021.9,2.0,4.0,14.7,20.1,No,No,0.0,May,8.0,-2.800000000000068,2.0,-6.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0
33477,Sydney,14.7,22.6,0.0,2.4,8.8,ENE,24.0,WNW,ENE,11.0,17.0,82.0,65.0,1022.1,1017.2,1.0,2.0,16.6,22.4,No,No,0.8,May,7.900000000000002,-4.899999999999977,1.0,6.0,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866,0.38268343236509,-0.9238795325112866
